map,disablebounds;
custom,cylinder,earth2,1000,-1000,1.217906,1,1,0.875,0.875,250,300,-3522.964,5997.636,0,0,0.7071068,-0.7071068,0;
custom,cuboid,earth2,1000,-1,1000,1,1,0.875,0.875,150,150,0,5975.5,0,0,0,0,1;
custom,cuboid,earth2,1000,-1,1000,1,1,0.875,0.875,150,150,0,5965.5,0,0,0,0,1;
custom,cuboid,earth2,1000,-1,1000,1,1,0.875,0.875,150,150,0,5955.5,0,0,0,0,1;
custom,cuboid,earth2,1000,-1,1000,1,1,0.875,0.875,150,150,0,5945.5,0,0,0,0,1;
custom,wagon1,stone6,1,-4,4,0,1,1,1,24,24,-830,6025,135,1,0,0,0;
custom,wagon1,stone6,1,-4,4,0,1,1,1,24,24,-830,6025,70,1,0,0,0;
custom,wagon1,stone6,1,-4,4,0,1,1,1,24,24,-870,6025,135,1,0,0,0;
custom,wagon1,stone6,1,-4,4,0,1,1,1,24,24,-870,6025,70,1,0,0,0;
custom,wagon1,stone6,1,-4,-4,0,1,1,1,24,24,-830,6025,165,1,0,0,0;
custom,wagon1,stone6,1,-4,-4,0,1,1,1,24,24,-830,6025,230,1,0,0,0;
custom,wagon1,stone6,1,-4,-4,0,1,1,1,24,24,-870,6025,165,1,0,0,0;
custom,wagon1,stone6,1,-4,-4,0,1,1,1,24,24,-870,6025,230,1,0,0,0;
custom,cannon1,stone6,3,-0.25,4,0,1,1,1,0.01,0.01,-854,6030,100,1,0,0,0;
custom,cannon1,stone6,3,0.25,4,0,1,1,1,0.01,0.01,-854,6030,100,1,0,0,0;
custom,cannon1,stone6,3,-0.25,-4,0,1,1,1,0.01,0.01,-854,6030,190,1,0,0,0;
custom,cannon1,stone6,3,0.25,-4,0,1,1,1,0.01,0.01,-854,6030,190,1,0,0,0;
custom,cuboid,rock1,3,-4,8,1,0.875,0.125,0.125,1,0,-850,6050,75,1,0,0,0;
custom,cuboid,metal3,3.1,-0.1,8.1,1,0.5,0.5,0.5,4,1,-850,6069,75,1,0,0,0;
custom,cuboid,rock1,3,-4,8,1,1,0.625,0.125,1,0,-850,6050,220,1,0,0,0;
custom,cuboid,metal3,3.1,-0.1,8.1,1,0.5,0.5,0.5,4,1,-850,6069,220,1,0,0,0;
custom,cylinder,stone2,0.75,-12.75,0.75,1,0.5,0.5,0.5,0,16,-830,6040,150,0.7071068,0,0,0.7071068;
custom,cylinder,stone2,0.75,-12.75,0.75,1,0.5,0.5,0.5,0,16,-870,6040,150,0.7071068,0,0,0.7071068;
custom,cylinder,stone2,0.75,-12.75,0.75,1,0.5,0.5,0.5,0,16,-830,6034,150,0.7071068,0,0,0.7071068;
custom,cylinder,stone2,0.75,-12.75,0.75,1,0.5,0.5,0.5,0,16,-870,6034,150,0.7071068,0,0,0.7071068;
custom,tube,empty,1.834808,-4.381212,1.834808,1,0.75,0.75,0.75,0.01,0.01,-850.6899,6054.095,74.2,0,0,0.7071068,0.7071068;
custom,cuboid,empty,3.119165,-0.6116028,1.223206,1,0.75,0.75,0.75,0.01,0.01,-849.9559,6051.037,76,0,0,1,0;
custom,cuboid,empty,3.119165,-0.6116028,0.8562417,1,0.75,0.75,0.75,0.01,0.01,-849.9559,6047.979,74.2,0,0,1,0;
custom,tube,empty,1.834808,-4.381212,1.834808,1,0.75,0.75,0.75,0.01,0.01,-850.6899,6054.095,220.2843,0,0,0.7071068,0.7071068;
custom,cuboid,empty,3.119165,-0.6116028,1.223206,1,0.75,0.75,0.75,0.01,0.01,-849.9559,6051.037,222.0843,0,0,1,0;
custom,cuboid,empty,3.119165,-0.6116028,0.8562417,1,0.75,0.75,0.75,0.01,0.01,-849.9559,6047.979,220.2843,0,0,1,0;
custom,cuboid,metal3,3.1,-0.1,8.1,1,0.5,0.5,0.5,4,1,-850,6031,75,1,0,0,0;
custom,cuboid,metal3,3.1,-0.1,8.1,1,0.5,0.5,0.5,4,1,-850,6031,220,1,0,0,0;
custom,cuboid,metal3,0.1,-3.9,8.1,1,0.5,0.5,0.5,4,1,-836,6050,75,1,0,0,0;
custom,cuboid,metal3,0.1,-3.9,8.1,1,0.5,0.5,0.5,4,1,-836,6050,220,1,0,0,0;
custom,cuboid,metal3,0.1,-3.9,8.1,1,0.5,0.5,0.5,4,1,-864,6050,75,1,0,0,0;
custom,cuboid,metal3,0.1,-3.9,8.1,1,0.5,0.5,0.5,4,1,-864,6050,220,1,0,0,0;
custom,wagon1,stone6,1,-4,4,0,1,1,1,24,24,-670,6025,165,0,0,-1,0;
custom,wagon1,stone6,1,-4,4,0,1,1,1,24,24,-670,6025,230,0,0,-1,0;
custom,wagon1,stone6,1,-4,4,0,1,1,1,24,24,-630,6025,165,0,0,-1,0;
custom,wagon1,stone6,1,-4,4,0,1,1,1,24,24,-630,6025,230,0,0,-1,0;
custom,wagon1,stone6,1,-4,-4,0,1,1,1,24,24,-670,6025,135,0,0,-1,0;
custom,wagon1,stone6,1,-4,-4,0,1,1,1,24,24,-670,6025,70,0,0,-1,0;
custom,wagon1,stone6,1,-4,-4,0,1,1,1,24,24,-630,6025,135,0,0,-1,0;
custom,wagon1,stone6,1,-4,-4,0,1,1,1,24,24,-630,6025,70,0,0,-1,0;
