map,disablebounds;

custom,cylinder,cannonregionmat,4.34,6.183982,4.34,1,1,1,1,1,1,-624.842974,489.900614,62.28194,-0.70626,0.03469,0.03469,0.70626;
custom,cylinder,cannonregionmat,4.34,6.184192,4.34,1,1,1,1,1,1,-600.830468,489.900614,183.000314,-0.69945,0.10376,0.10376,0.69945;
custom,cylinder,cannonregionmat,4.34,6.183548,4.34,1,1,1,1,1,1,-553.72835,489.900614,296.714488,-0.68592,0.17179,0.17179,0.68592;
custom,cylinder,cannonregionmat,4.34,6.181812,4.34,1,1,1,1,1,1,-485.34675,489.900614,399.054474,-0.66576,0.23824,0.23824,0.66576;
custom,cylinder,cannonregionmat,4.34,6.183198,4.34,1,1,1,1,1,1,-398.313608,489.900614,486.087434,-0.63922,0.30232,0.30232,0.63922;
custom,cylinder,cannonregionmat,4.34,6.182918,4.34,1,1,1,1,1,1,-295.973398,489.900614,554.468824,-0.60651,0.36352,0.36352,0.60651;
custom,cylinder,cannonregionmat,4.34,6.184472,4.34,1,1,1,1,1,1,-182.25907,489.900614,601.57062,-0.56795,0.42123,0.42123,0.56795;
custom,cylinder,cannonregionmat,4.34,6.18387,4.34,1,1,1,1,1,1,-61.541172,489.900614,625.582804,-0.52394,0.47486,0.47486,0.52394;
custom,cylinder,cannonregionmat,4.34,6.183898,4.34,1,1,1,1,1,1,61.541718,489.900614,625.582706,-0.52395,-0.47485,-0.47485,0.52395;
custom,cylinder,cannonregionmat,4.34,6.184108,4.34,1,1,1,1,1,1,182.260078,489.900614,601.570354,-0.56796,-0.42122,-0.42122,0.56796;
custom,cylinder,cannonregionmat,4.34,6.18359,4.34,1,1,1,1,1,1,295.974224,489.900614,554.46839,-0.60651,-0.36352,-0.36352,0.60651;
custom,cylinder,cannonregionmat,4.34,6.183198,4.34,1,1,1,1,1,1,398.314266,489.900614,486.086958,-0.63922,-0.30232,-0.30232,0.63922;
custom,cylinder,cannonregionmat,4.34,6.183198,4.34,1,1,1,1,1,1,485.347394,489.900614,399.053886,-0.66577,-0.23822,-0.23822,0.66577;
