map,disablebounds;
spawnpoint,playerC,256.9380951,30,-698.1433105,0,-1,0,0;
spawnpoint,playerM,256.9380951,30,-698.1433105,0,-1,0,0;
racing,endcuboid,6,6,6,1396.9381714,30,-458.1433105,0,-1,0,0;
racing,startcuboid,6,6,6,256.9381332,30,-638.1432343,0,-1,0,0;
custom,cuboid,stone6,6,1,6,1,1,1,1,0.6,0.6,256.9381332,0,-698.1433105,0,-1,0,0;
custom,cuboid,stone6,6,1,54,1,1,1,1,0.6,5.4,256.9380951,0,-398.1433105,0,-1,0,0;
custom,cuboid,stone6,6,1,24,1,1,1,1,0.6,2.4,406.9380951,0,-98.1433105,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,54,1,1,1,1,0.6,5.4,556.9380951,0,-398.1432724,0,-1,0,0;
custom,cuboid,stone6,6,1,12,1,1,1,1,0.6,1.2,646.9381714,0,-698.1433105,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,30,1,1,1,1,0.6,3,736.9380951,0,-518.1432343,0,-1,0,0;
custom,cuboid,stone6,6,1,6,1,1,1,1,0.6,0.6,796.9381714,0,-338.1432343,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,18,1,1,1,1,0.6,1.8,856.9381714,0,-218.1432343,0,-1,0,0;
custom,cuboid,stone6,6,1,24,1,1,1,1,0.6,2.4,1006.9381714,0,-98.1432343,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,24,1,1,1,1,0.6,2.4,1156.9381714,0,51.8567657,0,-1,0,0;
custom,cuboid,stone6,6,1,54,1,1,1,1,0.6,5.4,856.9380188,0,201.8567657,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,24,1,1,1,1,0.6,2.4,556.9380188,0,351.8566895,0,-1,0,0;
custom,cuboid,stone6,6,1,36,1,1,1,1,0.6,3.6,346.9380188,0,501.8566895,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,18,1,1,1,1,0.6,1.8,136.9380283,0,381.8566895,0,-1,0,0;
custom,cuboid,stone6,6,1,24,1,1,1,1,0.6,2.4,286.9380379,0,261.8566895,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,18,1,1,1,1,0.6,1.8,436.9380569,0,141.8566895,0,-1,0,0;
custom,cuboid,stone6,6,1,54,1,1,1,1,0.6,5.4,136.9380665,0,21.8566895,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,54,1,1,1,1,0.6,5.4,-163.0619812,0,321.8566895,0,-1,0,0;
custom,cuboid,stone6,6,1,24,1,1,1,1,0.6,2.4,-313.0619812,0,621.8566895,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,36,1,1,1,1,0.6,3.6,-463.0619812,0,411.8566895,0,-1,0,0;
custom,cuboid,stone6,6,1,36,1,1,1,1,0.6,3.6,-523.0619812,0,411.8566895,0,-1,0,0;
custom,cuboid,stone6,6,1,36,1,1,1,1,0.6,3.6,-583.0619812,0,411.8566895,0,-1,0,0;
custom,cuboid,stone6,6,1,36,1,1,1,1,0.6,3.6,-643.0619812,0,411.8566895,0,-1,0,0;
custom,cuboid,stone6,6,1,36,1,1,1,1,0.6,3.6,-703.0619812,0,411.8566895,0,-1,0,0;
custom,cuboid,stone6,6,1,24,1,1,1,1,0.6,2.4,-853.0619812,0,141.8566132,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,24,1,1,1,1,0.6,2.4,-1003.0618286,0,-8.1434631,0,-1,0,0;
custom,cuboid,stone6,6,1,36,1,1,1,1,0.6,3.6,-793.0618286,0,-158.1433868,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,18,1,1,1,1,0.6,1.8,-583.0618286,0,-38.1433868,0,-1,0,0;
custom,cuboid,stone6,6,1,24,1,1,1,1,0.6,2.4,-433.0619812,0,81.8566895,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,24,1,1,1,1,0.6,2.4,-283.0619812,0,-68.1433487,0,-1,0,0;
custom,cuboid,stone6,6,1,12,1,1,1,1,0.6,1.2,-373.0619049,0,-218.1433487,0,-0.7071068,0,-0.7071068;
custom,cuboid,stone6,6,1,12,1,1,1,1,0.6,1.2,-463.0619049,0,-308.1433678,0,-1,0,0;
custom,cuboid,stone6,6,1,54,1,1,1,1,0.6,5.4,-763.0618286,0,-398.1433868,0,-0.7071068,0,-0.7071068;
